age_band,num_people,max_vax,time_1,time_2,time_3,time_4,infection,infection_day
2,1,3,128,322,637,-1,0,-1
2,1,3,124,345,643,-1,0,-1
2,1,3,139,284,701,-1,0,-1
2,1,3,151,226,656,-1,0,-1
2,1,3,144,306,651,-1,0,-1
2,1,3,79,320,720,-1,0,-1
2,1,3,49,324,677,-1,0,-1
2,1,3,115,273,680,-1,0,-1
2,1,3,90,241,662,-1,0,-1
2,1,3,79,302,673,-1,0,-1
2,1,3,68,263,680,-1,0,-1
2,1,3,78,276,683,-1,0,-1
2,1,3,121,290,719,-1,0,-1
2,1,3,83,254,713,-1,0,-1
2,1,3,132,263,692,-1,0,-1
2,1,3,59,259,645,-1,0,-1
2,1,3,94,237,685,-1,0,-1
2,1,3,165,348,670,-1,0,-1
2,1,3,68,297,695,-1,0,-1
2,1,3,120,216,697,-1,0,-1
2,1,3,173,360,686,-1,0,-1
2,1,3,94,225,660,-1,0,-1
2,1,3,80,251,642,-1,0,-1
2,1,2,151,326,-1,-1,0,-1
2,1,3,40,297,720,-1,0,-1
2,1,3,72,301,695,-1,0,-1
2,1,3,120,219,720,-1,0,-1
2,1,3,147,331,713,-1,0,-1
2,1,3,151,311,694,-1,0,-1
2,1,3,113,272,726,-1,0,-1
2,1,3,97,298,694,-1,0,-1
2,1,3,58,231,648,-1,0,-1
2,1,3,89,362,698,-1,0,-1
2,1,3,68,305,724,-1,0,-1
2,1,3,124,249,709,-1,0,-1
2,1,3,57,333,641,-1,0,-1
2,1,3,133,219,685,-1,0,-1
2,1,3,86,227,644,-1,0,-1
2,1,3,148,260,664,-1,0,-1
2,1,3,61,245,655,-1,0,-1
2,1,3,48,348,664,-1,0,-1
2,1,3,89,262,649,-1,0,-1
2,1,3,38,217,637,-1,0,-1
2,1,3,152,350,684,-1,0,-1
2,1,3,62,358,641,-1,0,-1
2,1,3,97,219,705,-1,0,-1
2,1,3,102,247,665,-1,0,-1
2,1,3,157,332,689,-1,0,-1
2,1,3,133,358,647,-1,0,-1
2,1,3,148,249,724,-1,0,-1
2,1,2,144,218,-1,-1,0,-1
2,1,3,112,329,656,-1,0,-1
2,1,3,115,240,658,-1,0,-1
2,1,3,93,290,671,-1,0,-1
2,1,3,83,314,650,-1,0,-1
2,1,3,142,221,683,-1,0,-1
2,1,3,78,229,716,-1,0,-1
2,1,2,57,297,-1,-1,0,-1
2,1,3,148,270,667,-1,0,-1
2,1,3,179,266,638,-1,0,-1
2,1,3,154,363,679,-1,0,-1
2,1,3,128,260,678,-1,0,-1
2,1,3,34,265,708,-1,0,-1
2,1,3,131,287,674,-1,0,-1
2,1,3,159,240,641,-1,0,-1
2,1,3,39,232,675,-1,0,-1
2,1,3,159,272,685,-1,0,-1
2,1,3,99,251,672,-1,0,-1
2,1,3,103,362,704,-1,0,-1
2,1,3,102,230,691,-1,0,-1
2,1,3,123,259,724,-1,0,-1
2,1,3,172,307,677,-1,0,-1
2,1,3,72,326,686,-1,0,-1
2,1,3,53,234,711,-1,0,-1
2,1,3,108,326,657,-1,0,-1
2,1,2,139,286,-1,-1,0,-1
2,1,3,179,326,694,-1,0,-1
2,1,2,143,358,-1,-1,0,-1
2,1,3,116,314,726,-1,0,-1
2,1,3,174,277,705,-1,0,-1
2,1,3,45,277,653,-1,0,-1
2,1,3,100,284,726,-1,0,-1
2,1,3,144,310,670,-1,0,-1
2,1,3,117,285,657,-1,0,-1
2,1,3,161,325,641,-1,0,-1
2,1,3,168,219,674,-1,0,-1
2,1,3,125,281,646,-1,0,-1
2,1,3,89,337,653,-1,0,-1
