age_band,num_people,max_vax,time_1,time_2,time_3,time_4,infection,infection_day
2,1,2,160,282,-1,-1,0,-1
2,1,2,159,248,-1,-1,0,-1
2,1,2,181,318,-1,-1,0,-1
2,1,2,147,226,-1,-1,0,-1
2,1,2,93,287,-1,-1,0,-1
2,1,2,130,198,-1,-1,0,-1
2,1,2,111,212,-1,-1,0,-1
2,1,2,151,274,-1,-1,0,-1
2,1,2,45,348,-1,-1,0,-1
2,1,2,104,358,-1,-1,0,-1
2,1,2,166,359,-1,-1,0,-1
2,1,2,26,344,-1,-1,0,-1
2,1,2,87,216,-1,-1,0,-1
2,1,2,97,328,-1,-1,0,-1
2,1,2,137,266,-1,-1,0,-1
2,1,2,76,206,-1,-1,0,-1
2,1,2,83,197,-1,-1,0,-1
2,1,2,153,194,-1,-1,0,-1
2,1,2,45,299,-1,-1,0,-1
2,1,2,171,201,-1,-1,0,-1
2,1,2,71,233,-1,-1,0,-1
2,1,2,140,291,-1,-1,0,-1
2,1,2,57,286,-1,-1,0,-1
2,1,2,38,341,-1,-1,0,-1
2,1,2,63,336,-1,-1,0,-1
2,1,2,63,348,-1,-1,0,-1
2,2,2,126,235,-1,-1,0,-1
2,1,2,146,360,-1,-1,0,-1
2,1,2,145,240,-1,-1,0,-1
2,1,2,87,257,-1,-1,0,-1
2,1,2,171,309,-1,-1,0,-1
2,1,2,23,318,-1,-1,0,-1
2,1,2,122,195,-1,-1,0,-1
2,1,2,38,214,-1,-1,0,-1
2,1,2,72,243,-1,-1,0,-1
2,1,2,42,207,-1,-1,0,-1
2,1,2,71,316,-1,-1,0,-1
2,1,2,150,360,-1,-1,0,-1
2,1,2,92,275,-1,-1,0,-1
2,2,2,72,343,-1,-1,0,-1
2,1,2,160,298,-1,-1,0,-1
2,1,2,177,320,-1,-1,0,-1
2,1,2,111,363,-1,-1,0,-1
2,1,2,104,340,-1,-1,0,-1
2,1,2,86,294,-1,-1,0,-1
2,2,2,97,201,-1,-1,0,-1
2,1,2,85,293,-1,-1,0,-1
2,1,2,152,229,-1,-1,0,-1
2,1,2,110,361,-1,-1,0,-1
2,1,2,29,361,-1,-1,0,-1
2,2,2,132,223,-1,-1,0,-1
2,1,2,128,327,-1,-1,0,-1
2,1,2,105,277,-1,-1,0,-1
2,1,2,118,334,-1,-1,0,-1
2,1,2,150,196,-1,-1,0,-1
2,1,2,64,234,-1,-1,0,-1
2,1,2,11,193,-1,-1,0,-1
2,2,2,83,297,-1,-1,0,-1
2,1,2,74,280,-1,-1,0,-1
2,1,2,176,279,-1,-1,0,-1
2,1,2,25,210,-1,-1,0,-1
2,1,2,50,233,-1,-1,0,-1
2,1,2,83,199,-1,-1,0,-1
2,1,2,22,198,-1,-1,0,-1
2,1,2,49,306,-1,-1,0,-1
2,2,2,28,289,-1,-1,0,-1
2,1,2,159,240,-1,-1,0,-1
