age_band,num_people,max_vax,time_1,time_2,time_3,time_4,infection,infection_day
2,1,3,12,277,747,-1,0,-1
2,1,2,47,296,-1,-1,0,-1
2,1,2,160,217,-1,-1,0,-1
2,1,2,104,355,-1,-1,0,-1
2,1,3,133,232,791,-1,0,-1
2,1,3,89,205,767,-1,0,-1
2,1,3,95,255,796,-1,0,-1
2,1,3,179,306,764,-1,0,-1
2,1,3,138,268,778,-1,0,-1
2,1,3,19,325,778,-1,0,-1
2,1,3,89,362,822,-1,0,-1
2,1,3,152,250,720,-1,0,-1
2,1,2,41,266,-1,-1,0,-1
2,1,3,169,363,823,-1,0,-1
2,1,3,152,349,821,-1,0,-1
2,1,2,104,207,-1,-1,0,-1
2,1,3,177,254,730,-1,0,-1
2,1,3,143,230,762,-1,0,-1
2,1,3,113,291,760,-1,0,-1
2,1,3,81,263,802,-1,0,-1
2,1,3,68,280,754,-1,0,-1
2,1,3,166,326,770,-1,0,-1
2,1,2,19,229,-1,-1,0,-1
2,1,3,31,343,695,-1,0,-1
2,1,3,181,211,766,-1,0,-1
2,1,3,95,327,818,-1,0,-1
2,1,3,102,341,807,-1,0,-1
2,1,3,126,196,807,-1,0,-1
2,1,2,125,291,-1,-1,0,-1
2,1,3,53,341,732,-1,0,-1
2,1,3,138,236,799,-1,0,-1
2,1,3,104,278,785,-1,0,-1
2,1,3,102,318,795,-1,0,-1
2,1,3,86,353,745,-1,0,-1
2,1,3,69,347,795,-1,0,-1
2,1,2,78,340,-1,-1,0,-1
2,1,3,22,251,725,-1,0,-1
2,1,3,161,264,837,-1,0,-1
2,1,3,115,271,713,-1,0,-1
2,1,3,51,343,790,-1,0,-1
2,1,2,14,202,-1,-1,0,-1
2,1,2,25,267,-1,-1,0,-1
2,1,3,77,223,804,-1,0,-1
2,1,3,37,285,830,-1,0,-1
2,1,3,34,192,733,-1,0,-1
2,1,3,17,341,758,-1,0,-1
2,1,3,128,352,739,-1,0,-1
2,1,3,135,210,740,-1,0,-1
2,1,3,42,350,692,-1,0,-1
2,1,3,114,234,701,-1,0,-1
2,1,3,161,285,705,-1,0,-1
2,1,2,35,248,-1,-1,0,-1
2,1,3,147,297,691,-1,0,-1
2,1,2,105,208,-1,-1,0,-1
2,1,2,22,194,-1,-1,0,-1
2,1,3,48,242,732,-1,0,-1
2,1,3,98,292,711,-1,0,-1
2,1,3,55,236,759,-1,0,-1
2,1,3,92,246,766,-1,0,-1
2,1,3,60,347,781,-1,0,-1
2,1,3,131,317,752,-1,0,-1
2,1,3,142,253,720,-1,0,-1
2,1,3,50,328,783,-1,0,-1
2,1,3,164,259,753,-1,0,-1
2,1,3,110,349,713,-1,0,-1
2,1,3,117,193,739,-1,0,-1
2,1,3,95,323,803,-1,0,-1
2,1,3,17,233,795,-1,0,-1
2,1,3,53,237,715,-1,0,-1
2,1,3,121,314,742,-1,0,-1
2,1,2,83,311,-1,-1,0,-1
2,1,3,137,258,701,-1,0,-1
2,1,3,37,219,757,-1,0,-1
2,1,3,75,204,751,-1,0,-1
2,1,2,43,322,-1,-1,0,-1
2,1,3,139,294,783,-1,0,-1
2,1,2,75,225,-1,-1,0,-1
2,1,3,127,363,755,-1,0,-1
2,1,3,64,282,818,-1,0,-1
2,1,3,49,265,755,-1,0,-1
2,1,3,25,290,816,-1,0,-1
2,1,3,157,299,694,-1,0,-1
2,1,3,133,232,716,-1,0,-1
2,1,2,178,221,-1,-1,0,-1
2,1,3,18,289,761,-1,0,-1
2,1,3,128,309,741,-1,0,-1
2,1,3,51,203,736,-1,0,-1
2,1,3,144,283,692,-1,0,-1
2,1,3,34,345,744,-1,0,-1
2,1,3,105,281,757,-1,0,-1
2,1,2,56,314,-1,-1,0,-1
2,1,3,165,240,758,-1,0,-1
2,1,3,26,258,740,-1,0,-1
2,1,3,38,259,807,-1,0,-1
2,1,3,22,307,786,-1,0,-1
2,1,3,89,307,783,-1,0,-1
2,1,3,117,240,774,-1,0,-1
2,1,2,74,357,-1,-1,0,-1
2,1,3,105,285,828,-1,0,-1
2,1,2,168,306,-1,-1,0,-1
2,1,3,60,327,725,-1,0,-1
2,1,3,159,215,707,-1,0,-1
2,1,3,107,303,748,-1,0,-1
2,1,3,100,310,738,-1,0,-1
2,1,2,74,333,-1,-1,0,-1
2,1,3,130,210,799,-1,0,-1
2,1,3,76,298,831,-1,0,-1
2,1,2,149,258,-1,-1,0,-1
2,1,3,134,356,821,-1,0,-1
2,1,3,155,274,802,-1,0,-1
2,1,3,38,244,837,-1,0,-1
2,1,3,119,356,801,-1,0,-1
2,1,3,88,327,734,-1,0,-1
2,1,3,153,310,736,-1,0,-1
2,1,3,54,255,788,-1,0,-1
2,1,3,51,233,816,-1,0,-1
2,1,3,52,234,788,-1,0,-1
2,1,3,134,206,787,-1,0,-1
2,1,3,76,217,813,-1,0,-1
2,1,2,28,216,-1,-1,0,-1
2,1,3,31,220,827,-1,0,-1
2,1,3,94,327,774,-1,0,-1
2,1,3,98,247,822,-1,0,-1
2,1,3,67,194,803,-1,0,-1
2,1,3,56,192,770,-1,0,-1
2,1,3,78,317,712,-1,0,-1
2,1,2,84,289,-1,-1,0,-1
2,1,3,70,247,740,-1,0,-1
2,1,2,51,217,-1,-1,0,-1
2,1,2,118,321,-1,-1,0,-1
2,1,3,96,250,782,-1,0,-1
2,1,3,86,265,787,-1,0,-1
2,1,3,160,337,709,-1,0,-1
2,1,2,37,236,-1,-1,0,-1
2,1,3,105,352,802,-1,0,-1
2,1,3,67,309,702,-1,0,-1
2,1,3,146,321,716,-1,0,-1
2,1,3,159,317,759,-1,0,-1
2,1,3,130,240,708,-1,0,-1
2,1,3,26,319,695,-1,0,-1
2,1,3,34,261,748,-1,0,-1
2,1,2,65,230,-1,-1,0,-1
2,1,2,116,325,-1,-1,0,-1
2,1,3,133,355,793,-1,0,-1
2,1,2,181,307,-1,-1,0,-1
2,1,3,127,317,752,-1,0,-1
2,1,3,99,201,734,-1,0,-1
2,1,3,101,318,740,-1,0,-1
2,1,3,112,235,734,-1,0,-1
2,1,2,55,198,-1,-1,0,-1
2,1,3,180,333,748,-1,0,-1
2,1,3,70,196,719,-1,0,-1
2,1,2,65,321,-1,-1,0,-1
2,1,3,113,233,763,-1,0,-1
2,1,3,156,276,699,-1,0,-1
2,1,3,89,350,786,-1,0,-1
2,1,3,102,271,778,-1,0,-1
2,1,3,169,348,746,-1,0,-1
2,1,3,99,321,693,-1,0,-1
2,1,3,43,227,765,-1,0,-1
2,1,3,51,320,715,-1,0,-1
2,1,3,140,216,704,-1,0,-1
2,1,3,18,280,775,-1,0,-1
2,1,3,156,283,810,-1,0,-1
2,1,3,68,344,785,-1,0,-1
2,1,3,86,258,714,-1,0,-1
2,1,3,160,214,787,-1,0,-1
2,1,2,51,317,-1,-1,0,-1
2,1,3,114,318,818,-1,0,-1
2,1,2,26,220,-1,-1,0,-1
2,1,3,93,271,798,-1,0,-1
2,1,3,64,233,824,-1,0,-1
2,1,2,87,355,-1,-1,0,-1
2,1,3,102,201,772,-1,0,-1
2,1,3,90,301,821,-1,0,-1
2,1,3,154,264,746,-1,0,-1
2,1,2,177,278,-1,-1,0,-1
2,1,3,48,257,770,-1,0,-1
2,1,3,23,196,825,-1,0,-1
2,1,3,51,335,830,-1,0,-1
2,1,3,61,225,748,-1,0,-1
2,1,3,114,247,769,-1,0,-1
2,1,3,172,224,811,-1,0,-1
2,1,3,179,361,785,-1,0,-1
2,1,3,29,275,705,-1,0,-1
2,1,3,16,209,691,-1,0,-1
2,1,3,88,357,744,-1,0,-1
2,1,3,76,241,829,-1,0,-1
2,1,2,109,199,-1,-1,0,-1
2,1,3,95,250,809,-1,0,-1
2,1,3,152,264,775,-1,0,-1
2,1,3,115,241,729,-1,0,-1
2,1,3,131,211,722,-1,0,-1
2,1,3,15,244,702,-1,0,-1
2,1,3,105,264,738,-1,0,-1
2,1,3,158,327,771,-1,0,-1
2,1,2,40,226,-1,-1,0,-1
2,1,3,161,204,793,-1,0,-1
2,1,3,34,277,816,-1,0,-1
2,1,3,143,194,742,-1,0,-1
2,1,2,118,282,-1,-1,0,-1
2,1,3,161,316,814,-1,0,-1
2,1,3,176,210,771,-1,0,-1
2,1,3,98,257,809,-1,0,-1
2,1,3,172,222,836,-1,0,-1
2,1,2,49,298,-1,-1,0,-1
2,1,3,117,354,829,-1,0,-1
