age_band,num_people,max_vax,time_1,time_2,time_3,time_4,infection,infection_day
2,1,2,88,321,-1,-1,0,-1
2,1,2,82,251,-1,-1,0,-1
2,1,2,129,340,-1,-1,0,-1
2,1,3,68,224,727,-1,0,-1
2,1,2,180,233,-1,-1,0,-1
2,1,2,180,356,-1,-1,0,-1
2,1,3,41,198,792,-1,0,-1
2,1,3,59,334,778,-1,0,-1
2,1,3,20,261,710,-1,0,-1
2,1,3,20,199,764,-1,0,-1
2,1,3,179,246,796,-1,0,-1
2,1,3,174,354,828,-1,0,-1
2,1,3,168,351,759,-1,0,-1
2,1,3,24,284,813,-1,0,-1
2,1,2,73,277,-1,-1,0,-1
2,1,3,78,298,820,-1,0,-1
2,1,3,165,226,795,-1,0,-1
2,1,3,28,271,719,-1,0,-1
2,1,2,43,317,-1,-1,0,-1
2,1,2,20,255,-1,-1,0,-1
2,1,3,159,355,775,-1,0,-1
2,1,3,41,307,746,-1,0,-1
2,1,3,91,241,707,-1,0,-1
2,1,2,77,335,-1,-1,0,-1
2,1,3,97,216,749,-1,0,-1
2,1,2,75,318,-1,-1,0,-1
2,1,3,35,217,779,-1,0,-1
2,1,3,120,202,718,-1,0,-1
2,1,3,103,250,743,-1,0,-1
2,1,3,172,216,760,-1,0,-1
2,1,3,79,221,837,-1,0,-1
2,1,3,121,257,698,-1,0,-1
2,1,3,151,215,707,-1,0,-1
2,1,3,50,246,722,-1,0,-1
2,1,3,75,274,742,-1,0,-1
2,1,3,170,358,729,-1,0,-1
2,1,2,51,276,-1,-1,0,-1
2,1,3,54,279,797,-1,0,-1
2,1,2,86,212,-1,-1,0,-1
2,1,3,121,298,719,-1,0,-1
2,1,3,46,354,727,-1,0,-1
2,1,3,117,202,696,-1,0,-1
2,1,3,133,320,805,-1,0,-1
2,1,3,30,329,807,-1,0,-1
2,1,3,48,353,763,-1,0,-1
2,1,3,71,220,698,-1,0,-1
2,1,2,173,242,-1,-1,0,-1
2,1,2,75,325,-1,-1,0,-1
2,1,3,169,235,777,-1,0,-1
2,1,3,145,242,775,-1,0,-1
2,1,3,92,223,749,-1,0,-1
2,1,3,88,309,783,-1,0,-1
2,1,3,153,348,692,-1,0,-1
2,1,3,116,233,775,-1,0,-1
2,1,3,22,220,736,-1,0,-1
2,1,3,157,315,821,-1,0,-1
2,1,3,60,241,771,-1,0,-1
