age_band,num_people,max_vax,time_1,time_2,time_3,time_4,infection,infection_day
2,1,2,18,211,-1,-1,0,-1
2,1,2,149,298,-1,-1,0,-1
2,1,2,81,219,-1,-1,0,-1
2,1,2,61,310,-1,-1,0,-1
2,1,2,23,310,-1,-1,0,-1
2,1,2,46,328,-1,-1,0,-1
2,1,2,169,361,-1,-1,0,-1
2,1,2,118,282,-1,-1,0,-1
2,1,2,38,336,-1,-1,0,-1
2,1,2,111,323,-1,-1,0,-1
2,1,2,68,362,-1,-1,0,-1
2,1,2,95,210,-1,-1,0,-1
2,1,2,31,257,-1,-1,0,-1
2,1,2,40,212,-1,-1,0,-1
2,1,2,115,211,-1,-1,0,-1
2,1,2,53,210,-1,-1,0,-1
2,1,2,169,296,-1,-1,0,-1
2,1,2,72,284,-1,-1,0,-1
2,1,2,51,249,-1,-1,0,-1
2,1,2,153,195,-1,-1,0,-1
2,1,2,133,325,-1,-1,0,-1
2,1,2,59,244,-1,-1,0,-1
2,1,2,37,230,-1,-1,0,-1
2,1,2,156,205,-1,-1,0,-1
2,1,2,90,224,-1,-1,0,-1
2,1,2,26,346,-1,-1,0,-1
2,1,2,147,332,-1,-1,0,-1
2,1,2,80,222,-1,-1,0,-1
2,1,2,157,331,-1,-1,0,-1
2,1,2,82,309,-1,-1,0,-1
2,1,2,155,345,-1,-1,0,-1
2,1,2,88,271,-1,-1,0,-1
2,1,2,171,326,-1,-1,0,-1
2,1,2,61,254,-1,-1,0,-1
2,1,2,45,222,-1,-1,0,-1
2,1,2,57,217,-1,-1,0,-1
2,1,2,92,263,-1,-1,0,-1
2,1,2,160,317,-1,-1,0,-1
2,1,2,170,300,-1,-1,0,-1
2,1,2,147,309,-1,-1,0,-1
2,1,2,96,325,-1,-1,0,-1
2,1,2,19,261,-1,-1,0,-1
2,1,2,68,296,-1,-1,0,-1
2,1,2,160,300,-1,-1,0,-1
2,1,2,135,286,-1,-1,0,-1
2,1,2,129,231,-1,-1,0,-1
2,1,2,156,206,-1,-1,0,-1
2,1,2,131,326,-1,-1,0,-1
2,1,2,54,341,-1,-1,0,-1
2,1,2,77,353,-1,-1,0,-1
2,1,2,125,352,-1,-1,0,-1
2,1,2,74,220,-1,-1,0,-1
2,1,2,65,228,-1,-1,0,-1
2,1,2,45,283,-1,-1,0,-1
2,1,2,163,341,-1,-1,0,-1
2,1,2,75,316,-1,-1,0,-1
2,1,2,83,255,-1,-1,0,-1
2,1,2,101,361,-1,-1,0,-1
2,1,2,102,210,-1,-1,0,-1
2,1,2,64,338,-1,-1,0,-1
2,1,2,149,193,-1,-1,0,-1
2,1,2,111,208,-1,-1,0,-1
2,1,2,16,219,-1,-1,0,-1
2,1,2,89,219,-1,-1,0,-1
2,1,2,160,260,-1,-1,0,-1
2,1,2,179,319,-1,-1,0,-1
2,1,2,44,192,-1,-1,0,-1
2,1,2,171,331,-1,-1,0,-1
2,1,2,61,354,-1,-1,0,-1
2,1,2,31,349,-1,-1,0,-1
2,1,2,168,294,-1,-1,0,-1
2,1,2,111,217,-1,-1,0,-1
2,1,2,60,231,-1,-1,0,-1
2,1,2,115,299,-1,-1,0,-1
2,1,2,116,261,-1,-1,0,-1
2,1,2,47,299,-1,-1,0,-1
2,1,2,107,298,-1,-1,0,-1
2,1,2,103,239,-1,-1,0,-1
2,1,2,43,307,-1,-1,0,-1
2,1,2,166,331,-1,-1,0,-1
2,1,2,35,278,-1,-1,0,-1
2,1,2,86,261,-1,-1,0,-1
2,1,2,66,252,-1,-1,0,-1
2,1,2,23,311,-1,-1,0,-1
2,1,2,130,285,-1,-1,0,-1
2,1,2,44,206,-1,-1,0,-1
2,1,2,167,244,-1,-1,0,-1
2,1,2,134,265,-1,-1,0,-1
2,1,2,76,332,-1,-1,0,-1
2,1,2,77,264,-1,-1,0,-1
2,1,2,139,331,-1,-1,0,-1
