"contact_[0,5)","contact_[5,10)","contact_[10,15)","contact_[15,20)","contact_[20,25)","contact_[25,30)","contact_[30,35)","contact_[35,40)","contact_[40,45)","contact_[45,50)","contact_[50,55)","contact_[55,60)","contact_[60,65)","contact_[65,70)","contact_[70,75)","contact_[75,80)","contact_80+"
0.935886778433925,0.946430864041141,0.701787605354464,0.565310507194579,0.564127085339899,0.559787200016182,0.606067116749102,0.335178439263937,0.273853741275347,0.198787019958478,0.180882363671828,0.185985941413288,0.103615762752204,0.0560287449245995,0.0426870805212156,0.0273103944486753,0.0834661176172066
1.09940908760293,2.76280739242769,2.01453133577595,0.805796483249174,0.443685076268447,0.486863260258941,0.554276464708356,0.452655418378627,0.360224169063162,0.214106563548003,0.250001048057078,0.160839673575877,0.122532083603252,0.0915406805016966,0.0715716051367057,0.065667173064126,0.135002686708121
0.946282313932028,2.33839906583485,2.67425398172336,1.83541358772608,0.552358132990854,0.506065315007948,0.664756658147075,0.706251378406761,0.464180823633508,0.257349173481237,0.304138367113063,0.230261122792955,0.163214423076424,0.13036558674669,0.145824461700092,0.0510423767735634,0.161269795082694
0.845106197756536,1.03700098502253,2.03490032934994,2.96544384151773,1.17207453132607,0.701922443590428,0.80720934573167,0.698822454420984,0.604540891623408,0.391330830017312,0.415720526026633,0.31949337311752,0.168406826078486,0.142325924062876,0.15472238352945,0.0694035077458952,0.196047431018008
0.967515085750511,0.655066192946692,0.702565010277759,1.34465785546178,1.47558262970615,1.00651890164598,0.865719829900405,0.734950192333294,0.416931097977882,0.444022684579166,0.358994279204232,0.273161454260041,0.191464030023108,0.124262920659344,0.128770674374259,0.0643112844581961,0.192974836649001
1.10425322073714,0.826765386346203,0.740350294947491,0.926212442127891,1.15767552685098,1.0160185072323,1.024750062059,0.635248481381438,0.317628324749827,0.328681744994486,0.295090325214131,0.233771948134313,0.193057236640526,0.0706026618673706,0.0432549315363866,0.124994470233675,0.16713764182139
1.4298516339722,1.12570932900439,1.16310231763936,1.273890817432,1.19087677837686,1.22558234794284,1.34720675504184,1.0732667156919,0.863459366586288,0.44567542923818,0.457149386968505,0.349529418121179,0.212521722317117,0.183911744100761,0.139108930427121,0.0824863888919985,0.217412665030511
0.936768250061693,1.08906395378972,1.4638627755644,1.30646780045707,1.19765905629681,0.900023839471314,1.27143304516826,1.18090885559804,0.846921206635727,0.52484379582295,0.394067736671725,0.355826298097676,0.252253688282106,0.203461406445668,0.087928749446209,0.0838150718842428,0.328518666666264
1.0815673058762,1.22472136099383,1.35958710711522,1.59711550313581,0.96010419717292,0.635928641332435,1.44546147937279,1.19680058141022,0.810743531567763,0.574414453194911,0.493855466285993,0.326715560242721,0.167886708433307,0.183788413340635,0.206799461644487,0.129312840992283,0.273452107393606
1.06343339294791,0.986011144137529,1.02101005375125,1.40036776512071,1.38498999181318,0.891357952344829,1.01058001845847,1.00460711507814,0.778059405382811,0.942511248202607,0.449885911747816,0.364053952424589,0.162007447430176,0.246190921921679,0.187833731455195,0.0308462199383257,0.315078051511994
1.23352307027093,1.46764984612731,1.53818025537546,1.89639277013895,1.42743974977058,1.02014125748279,1.32141410688686,0.961536651246656,0.852738840750874,0.573497032421753,0.709353125799005,0.352196591261779,0.314175558753519,0.289417215174083,0.176166702613423,0.112295431062197,0.270377381666307
1.58172430753634,1.17753392101046,1.45229974109674,1.81755807681312,1.35453207712309,1.00785337998957,1.25998144818142,1.08276105222494,0.703534854264485,0.578754194489582,0.439222690446743,0.0949713719998835,0.516108860046283,0.35356339854803,0.182498638568232,0.071532169261932,0.384940472163801
1.09565448505252,1.11539112155831,1.27994496772889,1.19119607650561,1.18046793532811,1.03487564715887,0.952534829393284,0.954397359352129,0.44949952247352,0.320228883814341,0.487157212452862,0.641709451253307,0.555738390600776,0.177227923152402,0.188310856907657,0.114334738964201,0.544481029331609
0.889874466075182,1.25158848822381,1.53555644565053,1.51208997578733,1.15074372346321,0.568451236533085,1.23810380826342,1.15622885937037,0.739096434911433,0.730916246961927,0.674048520333084,0.660289634490185,0.266196417836956,0.217366206100331,0.324603107229895,0.210275832073882,0.274850098692786
0.803602630609866,1.15988578465369,2.03591784418943,1.94838068010731,1.41345202739576,0.412795367166011,1.1100170588495,0.592269958421612,0.985733299717855,0.660992013795381,0.486315005415912,0.403974408734729,0.335252838469616,0.384750965172007,0.601528747092057,0.152789549291007,0.610361198344951
0.820400718895834,1.69814961964469,1.13713995390569,1.39461795170683,1.1264306256716,1.90345734395027,1.05029209329739,0.900874082852352,0.983569018528233,0.173211905755044,0.494662620842463,0.25266715108628,0.324809311962015,0.397712799884504,0.243807360541949,0.163818722139673,0.827637444279346
3.39557057220134,4.7279680361114,4.86564649329912,5.33506204791498,4.57743764182994,3.44691923517403,3.74901461069291,4.7819663007824,2.81675419961643,2.39606408158989,1.61295352592267,1.84138860518634,2.0947756086417,0.704012862885459,1.31899931099936,1.12084257600808,1
